,Name,ID,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
394,chimbote,3698304.0,-9.09,-78.58,73.87,75.0,94.0,5.97
395,zaza del medio,3533556.0,22.0,-79.37,64.4,90.0,0.0,2.44
396,panjab,1131162.0,34.39,67.02,-4.0,77.0,0.0,1.88
397,tartagal,3834601.0,-22.52,-63.8,71.89,51.0,8.0,3.02
398,tanout,2439155.0,14.97,8.89,58.17,16.0,0.0,14.2
400,nueva loja,3655185.0,0.08,-76.88,72.5,98.0,100.0,1.43
401,sarangani,1687186.0,5.4,125.46,82.76,74.0,32.0,6.96
402,bilibino,2126682.0,68.05,166.44,-3.91,89.0,100.0,5.28
403,kosa,544318.0,59.94,55.0,7.05,96.0,100.0,2.35
404,boa vista,3664980.0,2.82,-60.67,84.2,62.0,95.0,8.05
405,flinders,6255012.0,-34.58,150.86,99.0,49.0,40.0,9.17
406,husavik,2629833.0,66.04,-17.34,28.4,100.0,90.0,10.29
407,araguacu,3471837.0,-12.93,-49.83,72.59,96.0,100.0,5.17
408,crateus,3401548.0,-5.18,-40.68,75.34,89.0,100.0,3.62
409,shieli,1524801.0,44.17,66.75,24.58,94.0,45.0,11.68
410,yuanping,1786060.0,38.72,112.76,26.56,67.0,100.0,1.14
411,general roca,3855065.0,-39.03,-67.58,86.0,28.0,73.0,14.99
412,shache,1280037.0,38.42,77.24,23.59,66.0,97.0,1.95
413,narsaq,3421719.0,60.92,-46.05,14.0,66.0,96.0,3.36
414,ruteng,1629380.0,-8.61,120.47,83.66,61.0,51.0,4.29
415,pleasanton,5383777.0,37.66,-121.87,62.01,82.0,75.0,9.17
416,itaituba,3397967.0,-4.28,-55.98,73.17,99.0,100.0,2.57
417,ginir,336454.0,7.13,40.7,60.08,81.0,100.0,0.81
418,ormara,1168700.0,25.21,64.64,71.56,70.0,0.0,11.88
419,hudson bay,5978133.0,52.85,-102.38,19.96,96.0,100.0,4.47
420,caete,3468327.0,-19.88,-43.67,69.8,100.0,90.0,6.93
421,curaca,3401331.0,-8.99,-39.91,80.01,59.0,99.0,2.66
422,tessalit,2449893.0,20.2,1.01,71.49,11.0,92.0,8.68
423,verin,3106086.0,41.94,-7.44,39.0,99.0,1.0,0.51
425,puerto madryn,3840092.0,-42.77,-65.04,78.01,24.0,0.0,25.08
427,sokolo,2450849.0,14.73,-6.12,70.88,10.0,75.0,8.25
428,zhengjiatun,2033135.0,43.51,123.51,10.63,75.0,0.0,5.21
429,lavrentiya,4031637.0,65.58,-171.0,-13.47,77.0,0.0,3.15
430,bara,2347758.0,10.37,10.73,55.71,25.0,0.0,7.67
432,sept-iles,6144312.0,50.2,-66.38,16.0,72.0,75.0,4.7
433,port-cartier,6111696.0,50.03,-66.87,16.0,72.0,75.0,4.7
434,seymchan,2121373.0,62.88,152.43,-25.19,95.0,100.0,9.64
435,lashio,1314759.0,22.93,97.75,60.55,37.0,0.0,2.46
436,ostrovnoy,556268.0,68.05,39.51,1.87,98.0,100.0,10.38
437,zaraza,3625066.0,9.35,-65.32,73.67,86.0,100.0,5.84
438,tommot,2015179.0,58.96,126.29,-4.86,95.0,89.0,2.01
439,chaykovskaya,569743.0,58.13,55.54,12.2,92.0,40.0,2.24
441,kudahuvadhoo,1337607.0,2.67,72.89,81.36,79.0,100.0,14.92
442,piney green,4485355.0,34.72,-77.32,50.0,70.0,1.0,8.05
443,havre,3013633.0,49.58,0.33,42.8,100.0,90.0,4.7
444,borba,3405051.0,-4.39,-59.59,73.31,91.0,100.0,0.83
445,rio grande,3451138.0,-32.03,-52.1,71.01,91.0,83.0,7.47
446,doctor juan manuel frutos,3438753.0,-25.37,-55.8,69.71,53.0,0.0,2.46
448,pedara,2523850.0,37.62,15.06,59.0,93.0,75.0,4.7
449,cave spring,4751421.0,37.23,-80.01,39.2,60.0,1.0,11.41
450,shaoguan,1795874.0,24.8,113.58,48.56,84.0,100.0,6.73
451,anadyr,2127202.0,64.75,177.48,15.8,78.0,90.0,13.42
452,chililabombwe,919544.0,-12.36,27.82,62.65,97.0,33.0,3.38
453,port hardy,6111862.0,50.7,-127.42,46.4,81.0,90.0,20.8
454,yuli,2317982.0,9.7,10.27,61.77,24.0,7.0,9.95
455,ambajogai,1278862.0,18.73,76.38,72.7,43.0,52.0,3.38
456,gaur,1283401.0,26.77,85.27,59.23,63.0,0.0,0.87
457,havelock,4470244.0,34.88,-76.9,51.8,66.0,1.0,8.05
458,calama,3897347.0,-22.47,-68.93,57.2,100.0,90.0,14.99
460,wanaka,2184707.0,-44.7,169.15,68.59,50.0,70.0,9.66
461,plyussa,508743.0,58.43,29.37,30.4,83.0,100.0,7.34
462,nhulunbuy,2064735.0,-12.23,136.77,84.2,74.0,75.0,16.11
463,mae sai,1152194.0,20.43,99.88,64.0,100.0,0.0,2.24
464,waingapu,1622318.0,-9.66,120.26,83.86,74.0,61.0,6.71
465,falkenberg,2715573.0,56.91,12.49,42.01,100.0,100.0,16.11
466,gat,293842.0,31.61,34.76,45.0,87.0,0.0,3.36
468,tromso,6453316.0,69.65,18.96,17.6,92.0,75.0,3.36
469,mehamn,778707.0,71.04,27.85,18.21,76.0,100.0,20.45
470,sola,2134814.0,-13.88,167.55,83.3,75.0,63.0,10.25
471,batagay-alyta,2027042.0,67.8,130.41,-33.7,54.0,0.0,4.74
472,rockport,4723422.0,28.02,-97.05,66.99,88.0,1.0,11.41
473,kupang,2057087.0,-10.17,123.58,82.4,88.0,40.0,1.12
474,kilindoni,157429.0,-7.91,39.67,78.33,86.0,100.0,4.94
475,acajutla,3587498.0,13.59,-89.83,73.99,79.0,0.0,9.13
476,berwick,5180119.0,41.05,-76.23,39.99,100.0,90.0,5.82
477,makakilo city,5850554.0,21.35,-158.09,82.4,51.0,40.0,9.17
478,haines junction,5969025.0,60.75,-137.51,-14.78,99.0,100.0,5.93
479,uarini,3661756.0,-2.99,-65.11,75.79,94.0,100.0,2.68
480,palu,1633034.0,-0.89,119.87,87.22,48.0,26.0,2.86
481,jalu,86049.0,29.03,21.55,50.99,46.0,43.0,9.4
482,los llanos de aridane,2514651.0,28.66,-17.92,62.6,63.0,20.0,4.7
483,nome,5870133.0,64.5,-165.41,-13.0,69.0,1.0,3.36
484,menongue,3347353.0,-14.66,17.69,61.77,95.0,100.0,3.18
485,richards bay,962367.0,-28.78,32.04,77.38,81.0,1.0,26.22
486,porbandar,1259395.0,21.64,69.61,70.86,58.0,0.0,11.54
487,iberia,4328254.0,29.95,-91.75,57.0,76.0,90.0,3.31
488,loubomo,2258261.0,-4.2,12.67,72.82,94.0,60.0,1.5
489,merzifon,741609.0,40.87,35.46,23.0,79.0,5.0,3.36
490,mao,2514301.0,39.89,4.27,55.4,93.0,70.0,8.05
491,tabuk,1684803.0,17.42,121.44,80.71,74.0,99.0,6.33
492,verkhnyaya toyma,474470.0,62.23,45.0,5.77,94.0,96.0,7.23
493,galle,1246294.0,6.04,80.22,77.94,82.0,96.0,6.64
494,pangody,1495626.0,65.85,74.49,-9.17,100.0,78.0,4.23
495,innisfail,2162683.0,-17.53,146.03,74.79,97.0,100.0,3.76
496,ixtapa,4004293.0,20.7,-105.2,71.01,100.0,90.0,5.82
497,warrington,2634739.0,53.39,-2.58,46.4,93.0,90.0,9.17
498,panaba,3521972.0,21.28,-88.27,70.41,80.0,0.0,8.93
499,missoula,5666648.0,47.02,-113.8,36.0,96.0,90.0,3.36
500,polyarnyy,506763.0,69.2,33.45,1.4,84.0,75.0,7.36
501,kodinsk,1503037.0,58.69,99.18,17.6,86.0,64.0,10.2
502,oxelosund,2684653.0,58.67,17.1,43.0,87.0,75.0,21.92
503,lillooet,6945979.0,50.69,-121.94,37.4,86.0,20.0,4.7
504,the pas,6164499.0,53.83,-101.25,17.6,78.0,40.0,4.7
505,nelson bay,2155562.0,-32.72,152.15,99.0,44.0,23.0,8.05
506,rokupr,2404303.0,8.67,-12.39,69.39,98.0,8.0,1.41
507,kloulklubed,7671223.0,7.04,134.26,84.2,79.0,75.0,12.75
508,salmas,117656.0,38.2,44.77,10.4,66.0,0.0,6.93
509,pacifica,5380420.0,37.61,-122.49,62.01,93.0,90.0,3.36
510,amapa,3407762.0,1.0,-52.0,73.42,99.0,100.0,2.82
511,shimoda,1852357.0,34.67,138.95,42.8,87.0,75.0,18.34
512,la ronge,6050066.0,55.1,-105.28,23.0,92.0,90.0,6.93
513,bahia blanca,3865086.0,-38.72,-62.27,65.62,46.0,94.0,10.07
514,shatsk,495532.0,54.03,41.71,26.19,87.0,81.0,16.71
515,buritis,3468732.0,-15.62,-46.42,69.1,95.0,100.0,4.92
516,leningradskiy,2123814.0,69.38,178.42,-12.55,96.0,98.0,4.12
517,okha,2122614.0,53.57,142.95,-9.99,85.0,0.0,19.69
518,urengoy,1488414.0,65.97,78.37,-3.14,98.0,90.0,6.42
519,kimamba,157366.0,-6.78,37.13,69.69,98.0,100.0,1.32
520,harsin,131962.0,34.27,47.59,24.8,79.0,0.0,2.95
522,pedasi,3703239.0,7.53,-80.03,78.66,75.0,22.0,20.13
523,redmond,5808079.0,47.67,-122.12,50.0,93.0,75.0,3.36
524,raudeberg,3146487.0,61.99,5.14,45.0,100.0,100.0,24.16
525,codrington,2171099.0,-38.27,141.97,61.56,78.0,100.0,20.42
526,fort dodge,4857486.0,42.5,-94.17,28.4,79.0,40.0,3.36
527,khandyga,2022773.0,62.67,135.6,-40.04,92.0,0.0,0.67
528,cuamba,1047660.0,-14.8,36.54,64.4,98.0,28.0,1.23
529,kamenka,553766.0,51.32,42.77,32.0,85.0,3.0,11.01
530,college,5859699.0,64.86,-147.8,-9.0,74.0,1.0,4.59
531,bam,141736.0,29.11,58.36,46.87,58.0,0.0,0.92
532,awjilah,88533.0,29.11,21.29,50.99,46.0,43.0,9.4
533,olinda,3393536.0,-8.01,-34.86,84.2,79.0,40.0,6.93
534,benjamin hill,4017152.0,30.17,-111.1,64.99,53.0,67.0,5.53
535,kedougou,2250645.0,12.56,-12.17,71.38,11.0,2.0,2.82
536,guerrero negro,4021858.0,27.98,-114.06,62.11,78.0,0.0,9.37
537,farnborough,2649672.0,51.29,-0.76,46.99,93.0,100.0,8.05
538,huanren,2036713.0,41.26,125.37,19.36,72.0,0.0,2.46
539,kuruman,986134.0,-27.45,23.43,66.99,79.0,0.0,8.23
540,hualmay,3939761.0,-11.1,-77.61,74.28,71.0,100.0,5.99
541,mayumba,2399001.0,-3.43,10.66,83.14,75.0,44.0,5.73
542,mongoumba,2384377.0,3.64,18.59,62.65,27.0,100.0,3.47
543,las guacamayas,4026075.0,18.02,-102.22,73.53,79.0,48.0,1.97
544,ust-maya,2013918.0,60.42,134.53,-37.53,94.0,48.0,1.16
545,hobyo,57000.0,5.35,48.53,77.79,81.0,100.0,10.33
546,tura,1254046.0,25.52,90.22,63.28,55.0,0.0,3.38
547,morlaix,2991771.0,48.58,-4.0,46.4,93.0,75.0,8.05
548,southbridge,4951594.0,42.08,-72.03,48.99,100.0,90.0,9.17
549,saint-raymond,6138980.0,45.47,-73.61,35.01,97.0,90.0,16.11
550,maldonado,3441890.0,-34.67,-54.92,64.4,77.0,0.0,5.82
551,praxedis guerrero,3974771.0,31.37,-106.02,62.6,28.0,75.0,5.82
552,nabire,1634614.0,-3.37,135.48,88.45,61.0,52.0,5.93
553,talaya,2120769.0,61.38,152.75,-28.32,95.0,100.0,8.21
556,nanakuli,5851349.0,21.39,-158.15,82.4,51.0,40.0,9.17
557,cururupu,3401148.0,-1.83,-44.87,75.2,96.0,98.0,2.21
559,port hawkesbury,6111867.0,45.62,-61.35,26.01,92.0,20.0,6.93
560,bani walid,2218840.0,31.76,13.99,63.37,20.0,100.0,10.96
561,imbituba,3461370.0,-28.24,-48.67,73.4,83.0,33.0,1.12
562,niteroi,3456283.0,-22.88,-43.1,77.0,69.0,0.0,5.82
563,pevek,2122090.0,69.7,170.31,-9.44,96.0,100.0,0.45
564,luau,876177.0,-10.71,22.22,65.66,97.0,100.0,3.91
565,rapar,1258406.0,23.57,70.63,66.9,67.0,0.0,5.26
566,izhma,554830.0,65.01,53.91,-12.41,99.0,91.0,2.44
567,santa cruz,3904906.0,-17.8,-63.17,80.6,69.0,2.0,5.82
568,trelew,3833883.0,-43.25,-65.31,73.8,25.0,0.0,23.06
570,pandan,1695546.0,14.05,124.17,80.85,77.0,35.0,4.61
572,vardo,777019.0,70.37,31.11,24.26,70.0,100.0,32.32
573,naze,1855540.0,28.37,129.48,71.6,88.0,75.0,12.75
574,sao joao da barra,3448903.0,-21.64,-41.05,73.27,90.0,100.0,5.39
575,saint andrews,4593724.0,34.05,-81.13,48.2,75.0,1.0,4.7
576,san rafael del sur,3616594.0,11.85,-86.44,78.8,61.0,20.0,11.41
577,rolla,4406282.0,37.95,-91.77,37.4,86.0,1.0,1.59
578,kimbe,2093967.0,-5.55,150.14,84.18,81.0,85.0,3.58
579,sobolevo,525426.0,54.43,31.9,28.29,87.0,0.0,8.43
580,kysyl-syr,2021017.0,63.9,122.76,-29.7,94.0,41.0,9.84
581,kelowna,5990579.0,49.88,-119.49,37.4,86.0,90.0,4.7
582,santa rosa,1687894.0,14.31,121.11,86.0,74.0,40.0,2.24
583,grand gaube,934479.0,-20.01,57.66,77.0,78.0,40.0,14.99
584,sioux lookout,6148373.0,50.1,-91.92,24.8,85.0,90.0,4.7
585,kaliyaganj,1268383.0,25.63,88.32,61.27,52.0,0.0,5.12
586,diffa,2445704.0,13.32,12.61,58.96,35.0,0.0,11.21
587,nuuk,3421319.0,64.18,-51.72,14.0,78.0,100.0,8.05
588,hwange,889942.0,-18.37,26.5,67.46,83.0,17.0,3.27
589,la paz,3911925.0,-16.5,-68.15,50.0,61.0,20.0,9.17
590,ambilobe,1082243.0,-13.2,49.05,76.28,89.0,100.0,3.74
591,gdov,561679.0,58.74,27.81,31.57,84.0,83.0,9.6
592,aksarka,1512019.0,66.56,67.8,-9.6,100.0,93.0,3.69
593,cabra,2520645.0,37.47,-4.44,52.0,93.0,75.0,3.36
594,birao,240210.0,10.28,22.79,58.68,19.0,67.0,13.94
595,thaba-tseka,1106835.0,-29.52,28.61,48.7,91.0,0.0,6.98
596,iralaya,3608828.0,15.0,-83.23,78.22,65.0,92.0,15.64
597,qaqortoq,3420846.0,60.72,-46.03,14.0,66.0,89.0,3.36
